,,,,,,
,4,,,,,
,50,,,,,
,60,,,,,
,19,,,,,
,17,,,,,
,22,,,,,
,96,,,,,
,38,,,,,
,10,,,,,
,12,,,,,
,41,,,,,
,65,,,,,
,125,,,,,
,75,,,,,
,26,,,,,
,25,,,,,
,84,,,,,
,61,,,,,
,21,,,,,
,8,,,,,
,7,,,,,
,7,,,,,
,5,,,,,
,16,,,,,
,894,,,,,
